fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2018-19,2019,March,All India,GST collected from State,CGST,20353.144437900002,amount in rupees crores,
2018-19,2019,March,All India,GST collected from State,IGST,26897.0596106,amount in rupees crores,
2018-19,2019,March,All India,GST collected from State,SGST,27520.1131205,amount in rupees crores,
2018-19,2019,March,All India,GST collected from State,Total Tax Collection,82165.2140596,amount in rupees crores,
2018-19,2019,March,Andaman and Nicobar Islands,GST collected from State,Total Tax Collection,27.6233135,amount in rupees crores,
2018-19,2019,March,Andhra Pradesh,GST collected from State,Total Tax Collection,2589.3356812,amount in rupees crores,
2018-19,2019,March,Arunachal Pradesh,GST collected from State,Total Tax Collection,85.3386627,amount in rupees crores,
2018-19,2019,March,Assam,GST collected from State,Total Tax Collection,955.7258428,amount in rupees crores,
2018-19,2019,March,Bihar,GST collected from State,Total Tax Collection,1176.9940981999998,amount in rupees crores,
2018-19,2019,March,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,Total Tax Collection,73.8550112,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2019,March,Chandigarh,GST collected from State,Total Tax Collection,161.9906746,amount in rupees crores,
2018-19,2019,March,Chhattisgarh,GST collected from State,Total Tax Collection,2143.0054502,amount in rupees crores,
2018-19,2019,March,Dadra and Nagar Haveli,GST collected from State,Total Tax Collection,174.07060149999998,amount in rupees crores,
2018-19,2019,March,Daman and Diu,GST collected from State,Total Tax Collection,103.0466899,amount in rupees crores,
2018-19,2019,March,Delhi,GST collected from State,Total Tax Collection,3722.4156856,amount in rupees crores,
2018-19,2019,March,Goa,GST collected from State,Total Tax Collection,389.1778966,amount in rupees crores,
2018-19,2019,March,Gujarat,GST collected from State,Total Tax Collection,6521.1102236,amount in rupees crores,
2018-19,2019,March,Haryana,GST collected from State,Total Tax Collection,4561.0471416,amount in rupees crores,
2018-19,2019,March,Himachal Pradesh,GST collected from State,Total Tax Collection,660.2519085,amount in rupees crores,
2018-19,2019,March,Jammu and Kashmir,GST collected from State,Total Tax Collection,387.616753,amount in rupees crores,
2018-19,2019,March,Jharkhand,GST collected from State,Total Tax Collection,2149.4430791,amount in rupees crores,
2018-19,2019,March,Karnataka,GST collected from State,Total Tax Collection,6982.6388792,amount in rupees crores,
2018-19,2019,March,Kerala,GST collected from State,Total Tax Collection,1635.4311386,amount in rupees crores,
2018-19,2019,March,Lakshadweep,GST collected from State,Total Tax Collection,0.8748674,amount in rupees crores,
2018-19,2019,March,Madhya Pradesh,GST collected from State,Total Tax Collection,2623.7614507,amount in rupees crores,
2018-19,2019,March,Maharashtra,GST collected from State,Total Tax Collection,15595.7762774,amount in rupees crores,
2018-19,2019,March,Manipur,GST collected from State,Total Tax Collection,46.116369,amount in rupees crores,
2018-19,2019,March,Meghalaya,GST collected from State,Total Tax Collection,126.79008610000001,amount in rupees crores,
2018-19,2019,March,Mizoram,GST collected from State,Total Tax Collection,49.7500005,amount in rupees crores,
2018-19,2019,March,Nagaland,GST collected from State,Total Tax Collection,45.8874912,amount in rupees crores,
2018-19,2019,March,Odisha,GST collected from State,Total Tax Collection,2625.9128316,amount in rupees crores,
2018-19,2019,March,Other Territory,GST collected from State,Total Tax Collection,166.94057239999998,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2019,March,Puducherry,GST collected from State,Total Tax Collection,183.9852376,amount in rupees crores,
2018-19,2019,March,Punjab,GST collected from State,Total Tax Collection,1166.022835,amount in rupees crores,
2018-19,2019,March,Rajasthan,GST collected from State,Total Tax Collection,3132.4181044,amount in rupees crores,
2018-19,2019,March,Sikkim,GST collected from State,Total Tax Collection,159.5871386,amount in rupees crores,
2018-19,2019,March,Tamil Nadu,GST collected from State,Total Tax Collection,6941.0954875,amount in rupees crores,
2018-19,2019,March,Telangana,GST collected from State,Total Tax Collection,3896.6236398,amount in rupees crores,
2018-19,2019,March,Tripura,GST collected from State,Total Tax Collection,63.8939849,amount in rupees crores,
2018-19,2019,March,Uttar Pradesh,GST collected from State,Total Tax Collection,5547.7462465,amount in rupees crores,
2018-19,2019,March,Uttarakhand,GST collected from State,Total Tax Collection,1451.0883549,amount in rupees crores,
2018-19,2019,March,West Bengal,GST collected from State,Total Tax Collection,3840.8243525,amount in rupees crores,
2018-19,2019,February,Jammu and Kashmir,GST collected from State,CGST,97.0238471,amount in rupees crores,
2018-19,2019,February,Himachal Pradesh,GST collected from State,CGST,89.3242693,amount in rupees crores,
2018-19,2019,February,Punjab,GST collected from State,CGST,267.7008392,amount in rupees crores,
2018-19,2019,February,Chandigarh,GST collected from State,CGST,27.9131015,amount in rupees crores,
2018-19,2019,February,Uttarakhand,GST collected from State,CGST,187.9910681,amount in rupees crores,
2018-19,2019,February,Haryana,GST collected from State,CGST,694.3856555,amount in rupees crores,
2018-19,2019,February,Delhi,GST collected from State,CGST,712.4825688,amount in rupees crores,
2018-19,2019,February,Rajasthan,GST collected from State,CGST,693.046755,amount in rupees crores,
2018-19,2019,February,Uttar Pradesh,GST collected from State,CGST,1064.1240881,amount in rupees crores,
2018-19,2019,February,Bihar,GST collected from State,CGST,244.2701412,amount in rupees crores,
2018-19,2019,February,Sikkim,GST collected from State,CGST,8.9692558,amount in rupees crores,
2018-19,2019,February,Arunachal Pradesh,GST collected from State,CGST,11.8523268,amount in rupees crores,
2018-19,2019,February,Nagaland,GST collected from State,CGST,5.0995965,amount in rupees crores,
2018-19,2019,February,Manipur,GST collected from State,CGST,6.7533297,amount in rupees crores,
2018-19,2019,February,Mizoram,GST collected from State,CGST,6.2235042,amount in rupees crores,
2018-19,2019,February,Tripura,GST collected from State,CGST,16.6737201,amount in rupees crores,
2018-19,2019,February,Meghalaya,GST collected from State,CGST,18.3002778,amount in rupees crores,
2018-19,2019,February,Assam,GST collected from State,CGST,221.523834,amount in rupees crores,
2018-19,2019,February,West Bengal,GST collected from State,CGST,1006.2956539,amount in rupees crores,
2018-19,2019,February,Jharkhand,GST collected from State,CGST,325.7106706,amount in rupees crores,
2018-19,2019,February,Odisha,GST collected from State,CGST,526.1813264,amount in rupees crores,
2018-19,2019,February,Chhattisgarh,GST collected from State,CGST,405.904062,amount in rupees crores,
2018-19,2019,February,Madhya Pradesh,GST collected from State,CGST,541.868353,amount in rupees crores,
2018-19,2019,February,Gujarat,GST collected from State,CGST,1729.6030002,amount in rupees crores,
2018-19,2019,February,Daman and Diu,GST collected from State,CGST,9.4836981,amount in rupees crores,
2018-19,2019,February,Dadra and Nagar Haveli,GST collected from State,CGST,17.88798,amount in rupees crores,
2018-19,2019,February,Maharashtra,GST collected from State,CGST,3762.1528358,amount in rupees crores,
2018-19,2019,February,Karnataka,GST collected from State,CGST,1513.0012977,amount in rupees crores,
2018-19,2019,February,Goa,GST collected from State,CGST,90.5514638,amount in rupees crores,
2018-19,2019,February,Lakshadweep,GST collected from State,CGST,0.9188356,amount in rupees crores,
2018-19,2019,February,Kerala,GST collected from State,CGST,447.0385645,amount in rupees crores,
2018-19,2019,February,Tamil Nadu,GST collected from State,CGST,1509.9317458,amount in rupees crores,
2018-19,2019,February,Puducherry,GST collected from State,CGST,19.3905481,amount in rupees crores,
2018-19,2019,February,Andaman and Nicobar Islands,GST collected from State,CGST,9.2855338,amount in rupees crores,
2018-19,2019,February,Telangana,GST collected from State,CGST,786.1294909,amount in rupees crores,
2018-19,2019,February,Andhra Pradesh,GST collected from State,CGST,536.8769151,amount in rupees crores,
2018-19,2019,February,Other Territory,GST collected from State,CGST,13.559563,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2019,February,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2019,February,Jammu and Kashmir,GST collected from State,SGST,139.2380305,amount in rupees crores,
2018-19,2019,February,Himachal Pradesh,GST collected from State,SGST,131.2118478,amount in rupees crores,
2018-19,2019,February,Punjab,GST collected from State,SGST,453.2048476,amount in rupees crores,
2018-19,2019,February,Chandigarh,GST collected from State,SGST,41.3931004,amount in rupees crores,
2018-19,2019,February,Uttarakhand,GST collected from State,SGST,333.9220432,amount in rupees crores,
2018-19,2019,February,Haryana,GST collected from State,SGST,1063.1509289,amount in rupees crores,
2018-19,2019,February,Delhi,GST collected from State,SGST,918.208496,amount in rupees crores,
2018-19,2019,February,Rajasthan,GST collected from State,SGST,986.8603263,amount in rupees crores,
2018-19,2019,February,Uttar Pradesh,GST collected from State,SGST,1672.1583668,amount in rupees crores,
2018-19,2019,February,Bihar,GST collected from State,SGST,433.1472064,amount in rupees crores,
2018-19,2019,February,Sikkim,GST collected from State,SGST,13.980592,amount in rupees crores,
2018-19,2019,February,Arunachal Pradesh,GST collected from State,SGST,15.8253533,amount in rupees crores,
2018-19,2019,February,Nagaland,GST collected from State,SGST,8.1779147,amount in rupees crores,
2018-19,2019,February,Manipur,GST collected from State,SGST,12.5856287,amount in rupees crores,
2018-19,2019,February,Mizoram,GST collected from State,SGST,10.451157,amount in rupees crores,
2018-19,2019,February,Tripura,GST collected from State,SGST,23.5793338,amount in rupees crores,
2018-19,2019,February,Meghalaya,GST collected from State,SGST,23.9160408,amount in rupees crores,
2018-19,2019,February,Assam,GST collected from State,SGST,311.0348567,amount in rupees crores,
2018-19,2019,February,West Bengal,GST collected from State,SGST,1320.6284264,amount in rupees crores,
2018-19,2019,February,Jharkhand,GST collected from State,SGST,432.2192767,amount in rupees crores,
2018-19,2019,February,Odisha,GST collected from State,SGST,672.9865837,amount in rupees crores,
2018-19,2019,February,Chhattisgarh,GST collected from State,SGST,514.5496004,amount in rupees crores,
2018-19,2019,February,Madhya Pradesh,GST collected from State,SGST,734.565657,amount in rupees crores,
2018-19,2019,February,Gujarat,GST collected from State,SGST,2256.5916583,amount in rupees crores,
2018-19,2019,February,Daman and Diu,GST collected from State,SGST,13.4361189,amount in rupees crores,
2018-19,2019,February,Dadra and Nagar Haveli,GST collected from State,SGST,23.9834922,amount in rupees crores,
2018-19,2019,February,Maharashtra,GST collected from State,SGST,4750.9583187,amount in rupees crores,
2018-19,2019,February,Karnataka,GST collected from State,SGST,2058.3490223,amount in rupees crores,
2018-19,2019,February,Goa,GST collected from State,SGST,140.5173035,amount in rupees crores,
2018-19,2019,February,Lakshadweep,GST collected from State,SGST,1.7178239,amount in rupees crores,
2018-19,2019,February,Kerala,GST collected from State,SGST,717.8028127,amount in rupees crores,
2018-19,2019,February,Tamil Nadu,GST collected from State,SGST,2115.9347583,amount in rupees crores,
2018-19,2019,February,Puducherry,GST collected from State,SGST,32.4802252,amount in rupees crores,
2018-19,2019,February,Andaman and Nicobar Islands,GST collected from State,SGST,13.2672764,amount in rupees crores,
2018-19,2019,February,Telangana,GST collected from State,SGST,1040.2276309,amount in rupees crores,
2018-19,2019,February,Andhra Pradesh,GST collected from State,SGST,740.2843434,amount in rupees crores,
2018-19,2019,February,Other Territory,GST collected from State,SGST,19.839489,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2019,February,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,SGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2019,February,Jammu and Kashmir,GST collected from State,IGST,67.294005,amount in rupees crores,
2018-19,2019,February,Himachal Pradesh,GST collected from State,IGST,388.59193,amount in rupees crores,
2018-19,2019,February,Punjab,GST collected from State,IGST,370.1416795,amount in rupees crores,
2018-19,2019,February,Chandigarh,GST collected from State,IGST,76.9787892,amount in rupees crores,
2018-19,2019,February,Uttarakhand,GST collected from State,IGST,691.5783199,amount in rupees crores,
2018-19,2019,February,Haryana,GST collected from State,IGST,2819.8993173,amount in rupees crores,
2018-19,2019,February,Delhi,GST collected from State,IGST,1704.3537554,amount in rupees crores,
2018-19,2019,February,Rajasthan,GST collected from State,IGST,875.7939642,amount in rupees crores,
2018-19,2019,February,Uttar Pradesh,GST collected from State,IGST,1299.4387651,amount in rupees crores,
2018-19,2019,February,Bihar,GST collected from State,IGST,113.3950928,amount in rupees crores,
