fiscal_year,quarter,service_area,region,type_of_connection,value,unit,note
2017-18,Q2,Himachal Pradesh,Rural,Total,2.0,value in Millions,
2017-18,Q2,Himachal Pradesh,Urban,Total,2.13,value in Millions,
2017-18,Q2,Haryana,Rural,Narrowband,0.77,value in Millions,
2017-18,Q2,Haryana,Urban,Narrowband,1.08,value in Millions,
2017-18,Q2,Haryana,Rural,Broadband,2.32,value in Millions,
2017-18,Q2,Haryana,Urban,Broadband,5.76,value in Millions,
2017-18,Q2,Haryana,Rural,Total,3.08,value in Millions,
2017-18,Q2,Haryana,Urban,Total,6.84,value in Millions,
2017-18,Q2,Gujarat,Rural,Narrowband,1.91,value in Millions,
2017-18,Q2,Gujarat,Urban,Narrowband,2.72,value in Millions,
2017-18,Q2,Gujarat,Rural,Broadband,5.52,value in Millions,
2017-18,Q2,Gujarat,Urban,Broadband,16.52,value in Millions,
2017-18,Q2,Gujarat,Rural,Total,7.42,value in Millions,
2017-18,Q2,Gujarat,Urban,Total,19.24,value in Millions,
2017-18,Q2,Delhi,Rural,Narrowband,0.26,value in Millions,
2017-18,Q2,Delhi,Urban,Narrowband,4.42,value in Millions,
2017-18,Q2,Delhi,Rural,Broadband,0.47,value in Millions,
2017-18,Q2,Delhi,Urban,Broadband,22.98,value in Millions,
2017-18,Q2,Delhi,Rural,Total,0.73,value in Millions,
2017-18,Q2,Delhi,Urban,Total,27.4,value in Millions,
2017-18,Q2,Bihar,Rural,Narrowband,5.33,value in Millions,
2017-18,Q2,Bihar,Urban,Narrowband,3.1,value in Millions,
2017-18,Q2,Bihar,Rural,Broadband,5.56,value in Millions,
2017-18,Q2,Bihar,Urban,Broadband,8.76,value in Millions,
2017-18,Q2,Bihar,Rural,Total,10.89,value in Millions,
2017-18,Q2,Bihar,Urban,Total,11.86,value in Millions,
2017-18,Q2,Assam,Rural,Narrowband,2.29,value in Millions,
2017-18,Q2,Assam,Urban,Narrowband,0.73,value in Millions,
2017-18,Q2,Assam,Rural,Broadband,2.29,value in Millions,
2017-18,Q2,Assam,Urban,Broadband,3.12,value in Millions,
2017-18,Q2,Assam,Rural,Total,4.58,value in Millions,
2017-18,Q2,Assam,Urban,Total,3.85,value in Millions,
2017-18,Q2,Andhra Pradesh,Rural,Narrowband,3.1,value in Millions,
2017-18,Q2,Andhra Pradesh,Urban,Narrowband,4.37,value in Millions,
2017-18,Q2,Andhra Pradesh,Rural,Broadband,7.99,value in Millions,
2017-18,Q2,Andhra Pradesh,Urban,Broadband,17.11,value in Millions,
2017-18,Q2,Andhra Pradesh,Rural,Total,11.1,value in Millions,
2017-18,Q2,Andhra Pradesh,Urban,Total,21.47,value in Millions,
2017-18,Q1,West Bengal,Rural,Narrowband,3.85,value in Millions,
2017-18,Q1,West Bengal,Urban,Narrowband,1.28,value in Millions,
2017-18,Q1,West Bengal,Rural,Broadband,4.88,value in Millions,
2017-18,Q1,West Bengal,Urban,Broadband,6.26,value in Millions,
2017-18,Q1,West Bengal,Rural,Total,8.74,value in Millions,
2017-18,Q1,West Bengal,Urban,Total,7.54,value in Millions,
2017-18,Q1,Uttar Pradesh West,Rural,Narrowband,4.25,value in Millions,
2017-18,Q1,Uttar Pradesh West,Urban,Narrowband,3.96,value in Millions,
2017-18,Q1,Uttar Pradesh West,Rural,Broadband,2.92,value in Millions,
2017-18,Q1,Uttar Pradesh West,Urban,Broadband,11.15,value in Millions,
2017-18,Q1,Uttar Pradesh West,Rural,Total,7.17,value in Millions,
2017-18,Q1,Uttar Pradesh West,Urban,Total,15.1,value in Millions,
2017-18,Q1,Uttar Pradesh East,Rural,Narrowband,7.49,value in Millions,
2017-18,Q1,Uttar Pradesh East,Urban,Narrowband,5.15,value in Millions,
2017-18,Q1,Uttar Pradesh East,Rural,Broadband,6.38,value in Millions,
2017-18,Q1,Uttar Pradesh East,Urban,Broadband,10.52,value in Millions,
2017-18,Q1,Uttar Pradesh East,Rural,Total,13.88,value in Millions,
2017-18,Q1,Uttar Pradesh East,Urban,Total,15.66,value in Millions,
2017-18,Q1,Tamil Nadu,Rural,Narrowband,3.22,value in Millions,
2017-18,Q1,Tamil Nadu,Urban,Narrowband,6.14,value in Millions,
2017-18,Q1,Tamil Nadu,Rural,Broadband,5.8,value in Millions,
2017-18,Q1,Tamil Nadu,Urban,Broadband,18.73,value in Millions,
2017-18,Q1,Tamil Nadu,Rural,Total,9.02,value in Millions,
2017-18,Q1,Tamil Nadu,Urban,Total,24.86,value in Millions,
2017-18,Q1,Rajasthan,Rural,Narrowband,4.25,value in Millions,
2017-18,Q1,Rajasthan,Urban,Narrowband,3.95,value in Millions,
2017-18,Q1,Rajasthan,Rural,Broadband,4.74,value in Millions,
2017-18,Q1,Rajasthan,Urban,Broadband,9.46,value in Millions,
2017-18,Q1,Rajasthan,Rural,Total,8.99,value in Millions,
2017-18,Q1,Rajasthan,Urban,Total,13.41,value in Millions,
2017-18,Q1,Punjab,Rural,Narrowband,1.94,value in Millions,
2017-18,Q1,Punjab,Urban,Narrowband,2.44,value in Millions,
2017-18,Q1,Punjab,Rural,Broadband,2.75,value in Millions,
2017-18,Q1,Punjab,Urban,Broadband,9.37,value in Millions,
2017-18,Q1,Punjab,Rural,Total,4.69,value in Millions,
2017-18,Q1,Punjab,Urban,Total,11.82,value in Millions,
2017-18,Q1,Odisha,Rural,Narrowband,2.68,value in Millions,
2017-18,Q1,Odisha,Urban,Narrowband,1.64,value in Millions,
2017-18,Q1,Odisha,Rural,Broadband,2.21,value in Millions,
2017-18,Q1,Odisha,Urban,Broadband,3.8,value in Millions,
2017-18,Q1,Odisha,Rural,Total,4.89,value in Millions,
2017-18,Q1,Odisha,Urban,Total,5.44,value in Millions,
2017-18,Q1,North East,Rural,Narrowband,1.14,value in Millions,
2017-18,Q1,North East,Urban,Narrowband,0.7,value in Millions,
2017-18,Q1,North East,Rural,Broadband,1.25,value in Millions,
2017-18,Q1,North East,Urban,Broadband,3.21,value in Millions,
2017-18,Q1,North East,Rural,Total,2.39,value in Millions,
2017-18,Q1,North East,Urban,Total,3.91,value in Millions,
2017-18,Q1,Mumbai,Rural,Narrowband,0.13,value in Millions,
2017-18,Q1,Mumbai,Urban,Narrowband,4.2,value in Millions,
2017-18,Q1,Mumbai,Rural,Broadband,0.38,value in Millions,
2017-18,Q1,Mumbai,Urban,Broadband,14.26,value in Millions,
2017-18,Q1,Mumbai,Rural,Total,0.51,value in Millions,
2017-18,Q1,Mumbai,Urban,Total,18.46,value in Millions,
2017-18,Q1,Maharashtra,Rural,Narrowband,4.08,value in Millions,
2017-18,Q1,Maharashtra,Urban,Narrowband,5.61,value in Millions,
2017-18,Q1,Maharashtra,Rural,Broadband,7.55,value in Millions,
2017-18,Q1,Maharashtra,Urban,Broadband,18.22,value in Millions,
2017-18,Q1,Maharashtra,Rural,Total,11.63,value in Millions,
2017-18,Q1,Maharashtra,Urban,Total,23.84,value in Millions,
2017-18,Q1,Madhya Pradesh,Rural,Narrowband,4.07,value in Millions,
2017-18,Q1,Madhya Pradesh,Urban,Narrowband,3.92,value in Millions,
2017-18,Q1,Madhya Pradesh,Rural,Broadband,3.08,value in Millions,
2017-18,Q1,Madhya Pradesh,Urban,Broadband,12.74,value in Millions,
2017-18,Q1,Madhya Pradesh,Rural,Total,7.15,value in Millions,
2017-18,Q1,Madhya Pradesh,Urban,Total,16.66,value in Millions,
2017-18,Q1,Kolkata,Rural,Narrowband,0.16,value in Millions,
2017-18,Q1,Kolkata,Urban,Narrowband,2.99,value in Millions,
2017-18,Q1,Kolkata,Rural,Broadband,0.63,value in Millions,
2017-18,Q1,Kolkata,Urban,Broadband,8.06,value in Millions,
2017-18,Q1,Kolkata,Rural,Total,0.79,value in Millions,
2017-18,Q1,Kolkata,Urban,Total,11.05,value in Millions,
2017-18,Q1,Kerala,Rural,Narrowband,1.58,value in Millions,
2017-18,Q1,Kerala,Urban,Narrowband,1.99,value in Millions,
2017-18,Q1,Kerala,Rural,Broadband,5.25,value in Millions,
2017-18,Q1,Kerala,Urban,Broadband,8.48,value in Millions,
2017-18,Q1,Kerala,Rural,Total,6.83,value in Millions,
2017-18,Q1,Kerala,Urban,Total,10.48,value in Millions,
2017-18,Q1,Karnataka,Rural,Narrowband,2.59,value in Millions,
2017-18,Q1,Karnataka,Urban,Narrowband,3.92,value in Millions,
2017-18,Q1,Karnataka,Rural,Broadband,4.02,value in Millions,
2017-18,Q1,Karnataka,Urban,Broadband,17.42,value in Millions,
2017-18,Q1,Karnataka,Rural,Total,6.62,value in Millions,
2017-18,Q1,Karnataka,Urban,Total,21.34,value in Millions,
2017-18,Q1,Jammu and Kashmir,Rural,Narrowband,0.93,value in Millions,
2017-18,Q1,Jammu and Kashmir,Urban,Narrowband,0.65,value in Millions,
2017-18,Q1,Jammu and Kashmir,Rural,Broadband,0.88,value in Millions,
2017-18,Q1,Jammu and Kashmir,Urban,Broadband,2.04,value in Millions,
2017-18,Q1,Jammu and Kashmir,Rural,Total,1.81,value in Millions,
2017-18,Q1,Jammu and Kashmir,Urban,Total,2.69,value in Millions,
2017-18,Q1,Himachal Pradesh,Rural,Narrowband,0.64,value in Millions,
2017-18,Q1,Himachal Pradesh,Urban,Narrowband,0.55,value in Millions,
2017-18,Q1,Himachal Pradesh,Rural,Broadband,1.36,value in Millions,
2017-18,Q1,Himachal Pradesh,Urban,Broadband,1.18,value in Millions,
2017-18,Q1,Himachal Pradesh,Rural,Total,2.01,value in Millions,
2017-18,Q1,Himachal Pradesh,Urban,Total,1.74,value in Millions,
2017-18,Q1,Haryana,Rural,Narrowband,1.36,value in Millions,
2017-18,Q1,Haryana,Urban,Narrowband,1.15,value in Millions,
2017-18,Q1,Haryana,Rural,Broadband,2.59,value in Millions,
2017-18,Q1,Haryana,Urban,Broadband,4.86,value in Millions,
2017-18,Q1,Haryana,Rural,Total,3.95,value in Millions,
2017-18,Q1,Haryana,Urban,Total,6.01,value in Millions,
2017-18,Q1,Gujarat,Rural,Narrowband,2.89,value in Millions,
2017-18,Q1,Gujarat,Urban,Narrowband,4.22,value in Millions,
2017-18,Q1,Gujarat,Rural,Broadband,4.97,value in Millions,
2017-18,Q1,Gujarat,Urban,Broadband,14.94,value in Millions,
2017-18,Q1,Gujarat,Rural,Total,7.86,value in Millions,
2017-18,Q1,Gujarat,Urban,Total,19.15,value in Millions,
2017-18,Q1,Delhi,Rural,Narrowband,0.26,value in Millions,
2017-18,Q1,Delhi,Urban,Narrowband,5.06,value in Millions,
2017-18,Q1,Delhi,Rural,Broadband,0.4,value in Millions,
2017-18,Q1,Delhi,Urban,Broadband,22.11,value in Millions,
2017-18,Q1,Delhi,Rural,Total,0.66,value in Millions,
2017-18,Q1,Delhi,Urban,Total,27.17,value in Millions,
2017-18,Q1,Bihar,Rural,Narrowband,6.64,value in Millions,
2017-18,Q1,Bihar,Urban,Narrowband,3.75,value in Millions,
2017-18,Q1,Bihar,Rural,Broadband,4.87,value in Millions,
2017-18,Q1,Bihar,Urban,Broadband,8.53,value in Millions,
2017-18,Q1,Bihar,Rural,Total,11.51,value in Millions,
2017-18,Q1,Bihar,Urban,Total,12.28,value in Millions,
2017-18,Q1,Assam,Rural,Narrowband,2.31,value in Millions,
2017-18,Q1,Assam,Urban,Narrowband,0.77,value in Millions,
2017-18,Q1,Assam,Rural,Broadband,2.06,value in Millions,
2017-18,Q1,Assam,Urban,Broadband,3.14,value in Millions,
2017-18,Q1,Assam,Rural,Total,4.38,value in Millions,
2017-18,Q1,Assam,Urban,Total,3.91,value in Millions,
2017-18,Q1,Andhra Pradesh,Rural,Narrowband,4.23,value in Millions,
2017-18,Q1,Andhra Pradesh,Urban,Narrowband,5.62,value in Millions,
2017-18,Q1,Andhra Pradesh,Rural,Broadband,7.68,value in Millions,
2017-18,Q1,Andhra Pradesh,Urban,Broadband,15.68,value in Millions,
2017-18,Q1,Andhra Pradesh,Rural,Total,11.92,value in Millions,
2017-18,Q1,Andhra Pradesh,Urban,Total,21.3,value in Millions,
2016-17,Q4,West Bengal,Rural,Narrowband,4.17,value in Millions,
2016-17,Q4,West Bengal,Urban,Narrowband,1.51,value in Millions,
2016-17,Q4,West Bengal,Rural,Broadband,4.63,value in Millions,
2016-17,Q4,West Bengal,Urban,Broadband,6.28,value in Millions,
2016-17,Q4,West Bengal,Rural,Total,8.8,value in Millions,
2016-17,Q4,West Bengal,Urban,Total,7.78,value in Millions,
2016-17,Q4,Uttar Pradesh West,Rural,Narrowband,4.4,value in Millions,
2016-17,Q4,Uttar Pradesh West,Urban,Narrowband,4.12,value in Millions,
2016-17,Q4,Uttar Pradesh West,Rural,Broadband,2.7,value in Millions,
2016-17,Q4,Uttar Pradesh West,Urban,Broadband,8.71,value in Millions,
2016-17,Q4,Uttar Pradesh West,Rural,Total,7.1,value in Millions,
2016-17,Q4,Uttar Pradesh West,Urban,Total,12.83,value in Millions,
2016-17,Q4,Uttar Pradesh East,Rural,Narrowband,7.87,value in Millions,
2016-17,Q4,Uttar Pradesh East,Urban,Narrowband,5.63,value in Millions,
2016-17,Q4,Uttar Pradesh East,Rural,Broadband,5.54,value in Millions,
2016-17,Q4,Uttar Pradesh East,Urban,Broadband,9.55,value in Millions,
2016-17,Q4,Uttar Pradesh East,Rural,Total,13.41,value in Millions,
2016-17,Q4,Uttar Pradesh East,Urban,Total,15.18,value in Millions,
2016-17,Q4,Tamil Nadu,Rural,Narrowband,2.66,value in Millions,
2016-17,Q4,Tamil Nadu,Urban,Narrowband,6.89,value in Millions,
2016-17,Q4,Tamil Nadu,Rural,Broadband,5.42,value in Millions,
2016-17,Q4,Tamil Nadu,Urban,Broadband,17.35,value in Millions,
2016-17,Q4,Tamil Nadu,Rural,Total,8.08,value in Millions,
2016-17,Q4,Tamil Nadu,Urban,Total,24.24,value in Millions,
2016-17,Q4,Rajasthan,Rural,Narrowband,4.46,value in Millions,
2016-17,Q4,Rajasthan,Urban,Narrowband,4.36,value in Millions,
2016-17,Q4,Rajasthan,Rural,Broadband,4.25,value in Millions,
2016-17,Q4,Rajasthan,Urban,Broadband,8.48,value in Millions,
2016-17,Q4,Rajasthan,Rural,Total,8.71,value in Millions,
2016-17,Q4,Rajasthan,Urban,Total,12.84,value in Millions,
2016-17,Q4,Punjab,Rural,Narrowband,2.04,value in Millions,
2016-17,Q4,Punjab,Urban,Narrowband,2.85,value in Millions,
2016-17,Q4,Punjab,Rural,Broadband,2.64,value in Millions,
2016-17,Q4,Punjab,Urban,Broadband,9.12,value in Millions,
2016-17,Q4,Punjab,Rural,Total,4.67,value in Millions,
2016-17,Q4,Punjab,Urban,Total,11.97,value in Millions,
2016-17,Q4,Odisha,Rural,Narrowband,2.86,value in Millions,
2016-17,Q4,Odisha,Urban,Narrowband,1.64,value in Millions,
2016-17,Q4,Odisha,Rural,Broadband,2.07,value in Millions,
2016-17,Q4,Odisha,Urban,Broadband,3.94,value in Millions,
2016-17,Q4,Odisha,Rural,Total,4.93,value in Millions,
2016-17,Q4,Odisha,Urban,Total,5.58,value in Millions,
2016-17,Q4,North East,Rural,Narrowband,1.09,value in Millions,
2016-17,Q4,North East,Urban,Narrowband,0.74,value in Millions,
2016-17,Q4,North East,Rural,Broadband,1.13,value in Millions,
2016-17,Q4,North East,Urban,Broadband,1.79,value in Millions,
2016-17,Q4,North East,Rural,Total,2.22,value in Millions,
2016-17,Q4,North East,Urban,Total,2.53,value in Millions,
2016-17,Q4,Mumbai,Rural,Narrowband,0.15,value in Millions,
2016-17,Q4,Mumbai,Urban,Narrowband,4.54,value in Millions,
2016-17,Q4,Mumbai,Rural,Broadband,0.36,value in Millions,
2016-17,Q4,Mumbai,Urban,Broadband,14.52,value in Millions,
2016-17,Q4,Mumbai,Rural,Total,0.5,value in Millions,
2016-17,Q4,Mumbai,Urban,Total,19.06,value in Millions,
2016-17,Q4,Maharashtra,Rural,Narrowband,5.07,value in Millions,
2016-17,Q4,Maharashtra,Urban,Narrowband,7.52,value in Millions,
2016-17,Q4,Maharashtra,Rural,Broadband,6.68,value in Millions,
2016-17,Q4,Maharashtra,Urban,Broadband,16.68,value in Millions,
2016-17,Q4,Maharashtra,Rural,Total,11.75,value in Millions,
2016-17,Q4,Maharashtra,Urban,Total,24.2,value in Millions,
2016-17,Q4,Madhya Pradesh,Rural,Narrowband,4.7,value in Millions,
2016-17,Q4,Madhya Pradesh,Urban,Narrowband,5.03,value in Millions,
2016-17,Q4,Madhya Pradesh,Rural,Broadband,2.99,value in Millions,
2016-17,Q4,Madhya Pradesh,Urban,Broadband,12.04,value in Millions,
2016-17,Q4,Madhya Pradesh,Rural,Total,7.7,value in Millions,
2016-17,Q4,Madhya Pradesh,Urban,Total,17.07,value in Millions,
2016-17,Q4,Kolkata,Rural,Narrowband,0.16,value in Millions,
2016-17,Q4,Kolkata,Urban,Narrowband,3.24,value in Millions,
2016-17,Q4,Kolkata,Rural,Broadband,0.6,value in Millions,
2016-17,Q4,Kolkata,Urban,Broadband,7.66,value in Millions,
2016-17,Q4,Kolkata,Rural,Total,0.76,value in Millions,
2016-17,Q4,Kolkata,Urban,Total,10.9,value in Millions,
2016-17,Q4,Kerala,Rural,Narrowband,1.73,value in Millions,
2016-17,Q4,Kerala,Urban,Narrowband,2.22,value in Millions,
2016-17,Q4,Kerala,Rural,Broadband,4.99,value in Millions,
2016-17,Q4,Kerala,Urban,Broadband,7.61,value in Millions,
2016-17,Q4,Kerala,Rural,Total,6.72,value in Millions,
2016-17,Q4,Kerala,Urban,Total,9.83,value in Millions,
2016-17,Q4,Karnataka,Rural,Narrowband,2.74,value in Millions,
2016-17,Q4,Karnataka,Urban,Narrowband,4.54,value in Millions,
2016-17,Q4,Karnataka,Rural,Broadband,3.63,value in Millions,
2016-17,Q4,Karnataka,Urban,Broadband,15.95,value in Millions,
2016-17,Q4,Karnataka,Rural,Total,6.37,value in Millions,
2016-17,Q4,Karnataka,Urban,Total,20.5,value in Millions,
2016-17,Q4,Jammu and Kashmir,Rural,Narrowband,0.96,value in Millions,
2016-17,Q4,Jammu and Kashmir,Urban,Narrowband,0.77,value in Millions,
2016-17,Q4,Jammu and Kashmir,Rural,Broadband,0.91,value in Millions,
2016-17,Q4,Jammu and Kashmir,Urban,Broadband,1.87,value in Millions,
2016-17,Q4,Jammu and Kashmir,Rural,Total,1.87,value in Millions,
2016-17,Q4,Jammu and Kashmir,Urban,Total,2.64,value in Millions,
2016-17,Q4,Himachal Pradesh,Rural,Narrowband,0.82,value in Millions,
2016-17,Q4,Himachal Pradesh,Urban,Narrowband,0.58,value in Millions,
2016-17,Q4,Himachal Pradesh,Rural,Broadband,1.28,value in Millions,
2016-17,Q4,Himachal Pradesh,Urban,Broadband,1.08,value in Millions,
2016-17,Q4,Himachal Pradesh,Rural,Total,2.1,value in Millions,
2016-17,Q4,Himachal Pradesh,Urban,Total,1.66,value in Millions,
2016-17,Q4,Haryana,Rural,Narrowband,1.28,value in Millions,
2016-17,Q4,Haryana,Urban,Narrowband,1.49,value in Millions,
2016-17,Q4,Haryana,Rural,Broadband,2.37,value in Millions,
2016-17,Q4,Haryana,Urban,Broadband,4.5,value in Millions,
2016-17,Q4,Haryana,Rural,Total,3.65,value in Millions,
2016-17,Q4,Haryana,Urban,Total,5.99,value in Millions,
2016-17,Q4,Gujarat,Rural,Narrowband,3.45,value in Millions,
2016-17,Q4,Gujarat,Urban,Narrowband,5.38,value in Millions,
2016-17,Q4,Gujarat,Rural,Broadband,4.8,value in Millions,
2016-17,Q4,Gujarat,Urban,Broadband,13.66,value in Millions,
2016-17,Q4,Gujarat,Rural,Total,8.26,value in Millions,
2016-17,Q4,Gujarat,Urban,Total,19.04,value in Millions,
2016-17,Q4,Delhi,Rural,Narrowband,0.29,value in Millions,
2016-17,Q4,Delhi,Urban,Narrowband,5.7,value in Millions,
2016-17,Q4,Delhi,Rural,Broadband,0.4,value in Millions,
2016-17,Q4,Delhi,Urban,Broadband,20.4,value in Millions,
2016-17,Q4,Delhi,Rural,Total,0.69,value in Millions,
2016-17,Q4,Delhi,Urban,Total,26.1,value in Millions,
2016-17,Q4,Bihar,Rural,Narrowband,7.53,value in Millions,
2016-17,Q4,Bihar,Urban,Narrowband,4.53,value in Millions,
2016-17,Q4,Bihar,Rural,Broadband,4.37,value in Millions,
2016-17,Q4,Bihar,Urban,Broadband,7.66,value in Millions,
2016-17,Q4,Bihar,Rural,Total,11.91,value in Millions,
2016-17,Q4,Bihar,Urban,Total,12.19,value in Millions,
2016-17,Q4,Assam,Rural,Narrowband,2.38,value in Millions,
2016-17,Q4,Assam,Urban,Narrowband,0.85,value in Millions,
2016-17,Q4,Assam,Rural,Broadband,1.87,value in Millions,
2016-17,Q4,Assam,Urban,Broadband,2.97,value in Millions,
2016-17,Q4,Assam,Rural,Total,4.25,value in Millions,
2016-17,Q4,Assam,Urban,Total,3.82,value in Millions,
2016-17,Q4,Andhra Pradesh,Rural,Narrowband,4.65,value in Millions,
2016-17,Q4,Andhra Pradesh,Urban,Narrowband,6.08,value in Millions,
2016-17,Q4,Andhra Pradesh,Rural,Broadband,7.44,value in Millions,
2016-17,Q4,Andhra Pradesh,Urban,Broadband,13.63,value in Millions,
2016-17,Q4,Andhra Pradesh,Rural,Total,12.1,value in Millions,
2016-17,Q4,Andhra Pradesh,Urban,Total,19.71,value in Millions,
2016-17,Q3,West Bengal,Rural,Narrowband,4.02,value in Millions,
2016-17,Q3,West Bengal,Urban,Narrowband,1.76,value in Millions,
2016-17,Q3,West Bengal,Rural,Broadband,3.57,value in Millions,
2016-17,Q3,West Bengal,Urban,Broadband,6.47,value in Millions,
2016-17,Q3,West Bengal,Rural,Total,7.59,value in Millions,
2016-17,Q3,West Bengal,Urban,Total,8.22,value in Millions,
2016-17,Q3,Uttar Pradesh West,Rural,Narrowband,4.74,value in Millions,
2016-17,Q3,Uttar Pradesh West,Urban,Narrowband,4.67,value in Millions,
2016-17,Q3,Uttar Pradesh West,Rural,Broadband,1.88,value in Millions,
2016-17,Q3,Uttar Pradesh West,Urban,Broadband,6.95,value in Millions,
2016-17,Q3,Uttar Pradesh West,Rural,Total,6.62,value in Millions,
2016-17,Q3,Uttar Pradesh West,Urban,Total,11.62,value in Millions,
2016-17,Q3,Uttar Pradesh East,Rural,Narrowband,8.26,value in Millions,
2016-17,Q3,Uttar Pradesh East,Urban,Narrowband,5.9,value in Millions,
2016-17,Q3,Uttar Pradesh East,Rural,Broadband,3.32,value in Millions,
2016-17,Q3,Uttar Pradesh East,Urban,Broadband,8.25,value in Millions,
2016-17,Q3,Uttar Pradesh East,Rural,Total,11.59,value in Millions,
2016-17,Q3,Uttar Pradesh East,Urban,Total,14.15,value in Millions,
2016-17,Q3,Tamil Nadu,Rural,Narrowband,3.26,value in Millions,
2016-17,Q3,Tamil Nadu,Urban,Narrowband,7.68,value in Millions,
2016-17,Q3,Tamil Nadu,Rural,Broadband,4.02,value in Millions,
2016-17,Q3,Tamil Nadu,Urban,Broadband,15.76,value in Millions,
2016-17,Q3,Tamil Nadu,Rural,Total,7.28,value in Millions,
2016-17,Q3,Tamil Nadu,Urban,Total,23.44,value in Millions,
2016-17,Q3,Rajasthan,Rural,Narrowband,4.77,value in Millions,
2016-17,Q3,Rajasthan,Urban,Narrowband,4.86,value in Millions,
2016-17,Q3,Rajasthan,Rural,Broadband,2.3,value in Millions,
2016-17,Q3,Rajasthan,Urban,Broadband,7.61,value in Millions,
2016-17,Q3,Rajasthan,Rural,Total,7.07,value in Millions,
2016-17,Q3,Rajasthan,Urban,Total,12.47,value in Millions,
2016-17,Q3,Punjab,Rural,Narrowband,2.47,value in Millions,
2016-17,Q3,Punjab,Urban,Narrowband,3.37,value in Millions,
2016-17,Q3,Punjab,Rural,Broadband,1.67,value in Millions,
2016-17,Q3,Punjab,Urban,Broadband,7.85,value in Millions,
2016-17,Q3,Punjab,Rural,Total,4.14,value in Millions,
2016-17,Q3,Punjab,Urban,Total,11.22,value in Millions,
2016-17,Q3,Odisha,Rural,Narrowband,2.67,value in Millions,
2016-17,Q3,Odisha,Urban,Narrowband,1.73,value in Millions,
2016-17,Q3,Odisha,Rural,Broadband,0.78,value in Millions,
2016-17,Q3,Odisha,Urban,Broadband,4.37,value in Millions,
2016-17,Q3,Odisha,Rural,Total,3.45,value in Millions,
2016-17,Q3,Odisha,Urban,Total,6.1,value in Millions,
2016-17,Q3,North East,Rural,Narrowband,1.2,value in Millions,
2016-17,Q3,North East,Urban,Narrowband,0.76,value in Millions,
